grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"13.00939,77.53459",13.009387,77.534594,21,46,4,9,Rajajinagar,0.9464
"12.94834,77.68911",12.948342,77.689114,23,46,0,7,HAL Old Airport,0.9465
"12.97773,77.50922",12.977734,77.509225,18,46,10,12,Jnanabharathi,0.9465
"12.93704,77.6084",12.937038,77.608395,22,46,2,6,Adugodi,0.9466
"12.90538,77.58533",12.905385,77.585332,21,46,4,14,J.P. Nagar,0.9467
"12.98678,77.70756",12.986778,77.707565,23,46,0,8,Mahadevapura,0.9468
"13.04782,77.50692",13.047823,77.506919,23,46,0,13,Chikkabanavara,0.9469
"12.91895,77.58072",12.91895,77.58072,23,46,0,6,Jayanagara,0.947
"13.01391,77.76061",13.013909,77.760609,23,46,0,9,Mahadevapura,0.9471
"12.98452,77.59686",12.984517,77.596863,21,46,4,7,Shivajinagar,0.9472
"12.99582,77.57841",12.995822,77.578413,23,46,0,9,Sheshadripuram,0.9473
"12.93026,77.6822",12.930255,77.682196,20,46,6,8,HAL Old Airport,0.9474
"12.98678,77.60378",12.986778,77.603782,23,46,0,12,Shivajinagar,0.9475
"12.90086,77.65913",12.900863,77.659133,23,46,0,20,Bellandur,0.9475
"12.98678,77.56688",12.986778,77.566882,23,46,0,9,Sheshadripuram,0.9476
"12.95512,77.69142",12.955125,77.691421,20,46,6,13,HAL Old Airport,0.9477
"13.18122,77.67989",13.181218,77.679889,22,45,1,9,Chikkajala,0.9478
"13.04556,77.56919",13.045562,77.569188,22,45,1,15,Kodigehalli,0.9479
"12.86695,77.53459",12.866949,77.534594,19,45,7,14,Thalagattapura,0.948
"12.90538,77.60148",12.905385,77.601476,20,45,5,13,Mico Layout,0.9481
"12.91217,77.48616",12.912167,77.486162,15,45,15,5,Kengeri,0.9481
"12.98452,77.52537",12.984517,77.525369,20,44,4,15,Kamakshipalya,0.9482
"12.98452,77.54612",12.984517,77.546125,22,44,0,8,Vijayanagara,0.9483
"12.98678,77.47232",12.986778,77.472325,20,44,4,17,Kamakshipalya,0.9484
"12.96869,77.59686",12.968691,77.596863,22,44,0,14,Cubbon Park,0.9485
"12.95286,77.58764",12.952864,77.587638,22,44,0,12,Wilson Garden,0.9486
"12.93478,77.59917",12.934777,77.59917,18,44,8,15,Wilson Garden,0.9486
"12.94156,77.60609",12.941559,77.606089,19,44,6,7,Adugodi,0.9487
"12.97095,77.62684",12.970952,77.626845,22,44,0,19,Halasur,0.9488
"12.95286,77.64068",12.952864,77.640683,22,44,0,17,Halasur,0.9489
"12.90312,77.70065",12.903124,77.700646,22,44,0,9,Bellandur,0.949
"13.00034,77.55304",13.000344,77.553044,22,44,0,8,Malleshwaram,0.9491
"12.95512,77.74447",12.955125,77.744465,20,44,4,13,Whitefield,0.9492
"13.05461,77.53229",13.054606,77.532288,22,44,0,13,Jalahalli,0.9492
"12.89408,77.63376",12.89408,77.633764,22,44,0,11,Madiwala,0.9493
"12.95512,77.64068",12.955125,77.640683,22,44,0,13,Jeevanbheemanagar,0.9494
"12.95512,77.59225",12.955125,77.592251,22,44,0,15,Wilson Garden,0.9495
"12.91669,77.58303",12.916689,77.583026,22,44,0,14,Jayanagara,0.9496
"12.99808,77.52537",12.998083,77.525369,18,44,8,6,Rajajinagar,0.9497
"13.16087,77.62454",13.16087,77.624539,19,44,6,9,Chikkajala,0.9498
"13.12017,77.61993",13.120173,77.619926,21,44,2,7,Yelahanka,0.9498
"13.09756,77.57149",13.097564,77.571494,22,44,0,7,Yelahanka,0.9499
"13.07948,77.54612",13.079476,77.546125,21,44,2,17,Yelahanka,0.95
"13.0433,77.58994",13.043301,77.589945,22,44,0,7,Kodigehalli,0.9501
"13.02295,77.58994",13.022953,77.589945,22,44,0,4,R.T. Nagar,0.9502
"12.99808,77.6084",12.998083,77.608395,22,44,0,12,Pulikeshinagar(F.Town),0.9503
"12.98678,77.61531",12.986778,77.615314,22,44,0,13,Pulikeshinagar(F.Town),0.9504
"12.95512,77.7191",12.955125,77.719096,20,43,3,10,Whitefield,0.9505
"12.87599,77.6476",12.875993,77.647601,21,43,1,11,Hulimavu,0.9506
"12.99356,77.60148",12.993561,77.601476,20,43,3,10,Pulikeshinagar(F.Town),0.9506
"12.87373,77.54382",12.873732,77.543819,20,43,3,11,Thalagattapura,0.9507
"12.90538,77.59225",12.905385,77.592251,20,43,3,13,J.P. Nagar,0.9508
"12.99808,77.59456",12.998083,77.594557,21,43,1,7,R.T. Nagar,0.9509
"12.92347,77.49769",12.923472,77.497694,17,43,9,4,Kengeri,0.951
"12.97773,77.58533",12.977734,77.585332,21,43,1,7,Cubbon Park,0.951
"12.96643,77.6084",12.96643,77.608395,21,42,0,10,Ashok Nagar,0.9511
"12.98226,77.58533",12.982256,77.585332,21,42,0,11,High ground,0.9512
"12.93478,77.61762",12.934777,77.61762,18,42,6,9,Adugodi,0.9513
"12.93478,77.61993",12.934777,77.619926,21,42,0,13,Adugodi,0.9514
"12.96869,77.56458",12.968691,77.564576,21,42,0,6,Magadi Road,0.9515
"13.07269,77.58994",13.072693,77.589945,21,42,0,6,Kodigehalli,0.9515
"13.05687,77.58303",13.056867,77.583026,21,42,0,4,Kodigehalli,0.9516
"12.99808,77.61531",12.998083,77.615314,21,42,0,9,Pulikeshinagar(F.Town),0.9517
"13.01391,77.54382",13.013909,77.543819,21,42,0,10,Rajajinagar,0.9518
"12.88504,77.55996",12.885036,77.559963,21,42,0,10,Thalagattapura,0.9519
"13.05008,77.62915",13.050084,77.629151,21,42,0,6,Hennuru,0.952
"12.98452,77.48616",12.984517,77.486162,20,42,2,11,Kamakshipalya,0.9521
"12.97095,77.54843",12.970952,77.548432,21,42,0,10,Magadi Road,0.9521
"12.96869,77.56919",12.968691,77.569188,17,41,7,10,Chamarajpet,0.9522
"13.00939,77.56688",13.009387,77.566882,20,41,1,8,Malleshwaram,0.9523
"12.95286,77.69834",12.952864,77.698339,17,40,6,12,HAL Old Airport,0.9524
"12.93478,77.62684",12.934777,77.626845,20,40,0,11,Adugodi,0.9525
"12.98,77.61531",12.979995,77.615314,20,40,0,12,Halasur,0.9525
"12.97773,77.6453",12.977734,77.645295,20,40,0,5,Jeevanbheemanagar,0.9526
"12.92573,77.66836",12.925733,77.668358,20,40,0,2,Bellandur,0.9527
"12.94608,77.59225",12.946081,77.592251,20,40,0,15,Wilson Garden,0.9528
"12.93704,77.59686",12.937038,77.596863,20,40,0,10,Wilson Garden,0.9529
"12.91443,77.63376",12.914428,77.633764,20,40,0,6,HSR Layout,0.9529
"12.91217,77.64991",12.912167,77.649908,20,40,0,14,HSR Layout,0.953
"13.01165,77.53459",13.011648,77.534594,18,40,4,8,Rajajinagar,0.9531
"12.89182,77.65683",12.891819,77.656827,16,40,8,9,Electronic City,0.9532
"13.02521,77.58764",13.025214,77.587638,20,40,0,4,R.T. Nagar,0.9533
"12.87373,77.61531",12.873732,77.615314,20,40,0,11,Hulimavu,0.9533
"13.12017,77.62223",13.120173,77.622232,20,40,0,8,Yelahanka,0.9534
"13.17444,77.63376",13.174435,77.633764,18,40,4,3,Chikkajala,0.9535
"12.96417,77.56919",12.964169,77.569188,19,40,2,12,Chamarajpet,0.9536
"12.90991,77.67989",12.909906,77.679889,20,40,0,15,Bellandur,0.9536
"12.98226,77.59456",12.982256,77.594557,20,40,0,10,Cubbon Park,0.9537
"12.91443,77.47924",12.914428,77.479244,18,40,4,10,Kengeri,0.9538
"12.97321,77.51153",12.973213,77.511531,19,39,1,12,Jnanabharathi,0.9539
"12.98678,77.50692",12.986778,77.506919,19,39,1,12,Kamakshipalya,0.954
"12.96643,77.63607",12.96643,77.63607,18,39,3,5,Jeevanbheemanagar,0.954
"12.93252,77.6084",12.932516,77.608395,17,39,5,12,Mico Layout,0.9541
"12.97321,77.59456",12.973213,77.594557,19,39,1,7,Cubbon Park,0.9542
"13.00713,77.6107",13.007126,77.610701,19,39,1,14,K.G. Halli,0.9543
"13.01617,77.70295",13.01617,77.702952,19,38,0,10,K.R. Pura,0.9543
"12.90538,77.63376",12.905385,77.633764,19,38,0,7,HSR Layout,0.9544
"12.99582,77.68911",12.995822,77.689114,15,38,8,10,Mahadevapura,0.9545
"12.96417,77.74908",12.964169,77.749077,15,38,8,10,Whitefield,0.9545
"13.02295,77.58533",13.022953,77.585332,19,38,0,12,R.T. Nagar,0.9546
"12.95739,77.51614",12.957386,77.516144,13,38,12,4,Byatarayanapura,0.9547
"12.97321,77.50922",12.973213,77.509225,19,38,0,13,Jnanabharathi,0.9548
"12.93704,77.61993",12.937038,77.619926,19,38,0,2,Adugodi,0.9548
"12.95965,77.55074",12.959647,77.550738,19,38,0,5,Magadi Road,0.9549
"12.92121,77.67066",12.921211,77.670664,19,38,0,7,Bellandur,0.955
"12.85564,77.66375",12.855644,77.663745,14,38,10,9,Electronic City,0.955
"13.084,77.48616",13.083998,77.486162,19,38,0,1,Chikkabanavara,0.9551
"13.02069,77.56227",13.020692,77.562269,19,38,0,4,Yeshwanthpura,0.9552
"13.05234,77.48386",13.052345,77.483856,18,38,2,8,No Police Station,0.9553
"13.01843,77.58994",13.018431,77.589945,19,38,0,5,R.T. Nagar,0.9554
"12.90765,77.68681",12.907646,77.686808,19,38,0,8,Bellandur,0.9554
"12.91443,77.69834",12.914428,77.698339,19,38,0,6,Bellandur,0.9555
"12.94156,77.55996",12.941559,77.559963,18,37,1,5,Basavanagudi,0.9556
"12.97773,77.70756",12.977734,77.707565,16,37,5,4,Mahadevapura,0.9556
"12.96643,77.59456",12.96643,77.594557,17,37,3,15,Halasuru Gate,0.9557
"12.9393,77.69142",12.939299,77.691421,15,37,7,5,HAL Old Airport,0.9558
"12.95965,77.56688",12.959647,77.566882,14,37,9,5,Chamarajpet,0.9558
"13.04782,77.49308",13.047823,77.493081,17,37,3,9,Chikkabanavara,0.9559
"13.09304,77.59456",13.093042,77.594557,18,37,1,6,Yelahanka,0.956
"12.95512,77.72832",12.955125,77.728321,16,37,5,10,Whitefield,0.956
"13.04556,77.54843",13.045562,77.548432,17,37,3,2,Jalahalli,0.9561
"12.89634,77.60609",12.896341,77.606089,15,37,7,10,Mico Layout,0.9562
"13.02295,77.64299",13.022953,77.642989,18,37,1,12,Banaswadi,0.9563
"12.96191,77.55304",12.961908,77.553044,18,37,1,6,Magadi Road,0.9563
"12.96417,77.70065",12.964169,77.700646,17,37,3,11,HAL Old Airport,0.9564
"12.95965,77.55304",12.959647,77.553044,13,37,11,2,Magadi Road,0.9564
"12.97095,77.51153",12.970952,77.511531,18,36,0,12,Jnanabharathi,0.9565
"12.94382,77.59225",12.94382,77.592251,18,36,0,11,Wilson Garden,0.9566
"12.96191,77.56919",12.961908,77.569188,15,36,6,9,Chamarajpet,0.9567
"13.05687,77.54382",13.056867,77.543819,18,36,0,15,Jalahalli,0.9567
"12.87147,77.56458",12.871471,77.564576,18,36,0,10,Thalagattapura,0.9568
"13.0433,77.52076",13.043301,77.520756,18,36,0,14,Chikkabanavara,0.9569
"13.02974,77.55996",13.029736,77.559963,18,36,0,4,Yeshwanthpura,0.957
"13.00939,77.59456",13.009387,77.594557,18,36,0,3,R.T. Nagar,0.957
"13.01165,77.52768",13.011648,77.527675,15,36,6,12,Rajajinagar,0.9571
"12.90991,77.5738",12.909906,77.573801,18,36,0,10,J.P. Nagar,0.9572
"12.91669,77.63607",12.916689,77.63607,18,36,0,11,HSR Layout,0.9572
"12.90086,77.63146",12.900863,77.631458,18,36,0,8,HSR Layout,0.9573
"13.02974,77.56227",13.029736,77.562269,18,36,0,8,Yeshwanthpura,0.9574
"12.98904,77.71218",12.989039,77.712177,18,36,0,9,Mahadevapura,0.9575
"12.97321,77.58764",12.973213,77.587638,18,36,0,5,Cubbon Park,0.9575
"12.94834,77.59456",12.948342,77.594557,18,36,0,11,Wilson Garden,0.9576
"12.98,77.55074",12.979995,77.550738,18,36,0,7,Magadi Road,0.9577
"12.92799,77.58994",12.927994,77.589945,18,36,0,2,Jayanagara,0.9578
"12.96869,77.61301",12.968691,77.613007,18,36,0,7,Halasur,0.9578
"12.89634,77.56919",12.896341,77.569188,16,35,3,14,K.S. Layout,0.9579
"13.00487,77.69603",13.004866,77.696033,12,35,11,2,K.R. Pura,0.9579
"13.02748,77.51845",13.027475,77.51845,13,35,9,3,Peenya,0.958
"12.99356,77.56688",12.993561,77.566882,17,35,1,6,Sheshadripuram,0.9581
"12.94608,77.53459",12.946081,77.534594,15,35,5,12,Byatarayanapura,0.9581
"12.96869,77.61762",12.968691,77.61762,17,35,1,11,Halasur,0.9582
"13.11791,77.63146",13.117912,77.631458,17,35,1,4,Yelahanka,0.9583
"12.80364,77.69834",12.803643,77.698339,12,35,11,2,Electronic City,0.9583
"12.96417,77.74677",12.964169,77.746771,13,35,9,10,Whitefield,0.9584
"13.03652,77.51614",13.036519,77.516144,13,35,9,3,Peenya,0.9584
"12.99356,77.55535",12.993561,77.555351,17,34,0,7,Rajajinagar,0.9585
"12.95286,77.56458",12.952864,77.564576,17,34,0,7,Basavanagudi,0.9586
"13.19252,77.67989",13.192523,77.679889,17,34,0,12,Devanahalli Airport,0.9586
"13.07269,77.58764",13.072693,77.587638,17,34,0,8,Kodigehalli,0.9587
"12.87825,77.64299",12.878253,77.642989,17,34,0,8,Hulimavu,0.9588
"13.04104,77.58994",13.04104,77.589945,16,34,2,13,Hebbala,0.9588
"13.0433,77.62684",13.043301,77.626845,17,34,0,8,Hennuru,0.9589
"13.03652,77.62223",13.036519,77.622232,17,34,0,5,K.G. Halli,0.959
"12.99582,77.60378",12.995822,77.603782,17,34,0,4,R.T. Nagar,0.9591
"12.99582,77.54151",12.995822,77.541513,17,34,0,11,Vijayanagara,0.9591
"12.95512,77.58994",12.955125,77.589945,17,34,0,10,Wilson Garden,0.9592
"13.00487,77.55766",13.004866,77.557657,17,34,0,8,Malleshwaram,0.9593
"12.90538,77.63607",12.905385,77.63607,17,34,0,13,HSR Layout,0.9593
"13.0026,77.6822",13.002605,77.682196,16,34,2,10,K.R. Pura,0.9594
"12.89182,77.63146",12.891819,77.631458,17,34,0,2,Hulimavu,0.9595
"12.98904,77.61301",12.989039,77.613007,17,34,0,10,Pulikeshinagar(F.Town),0.9595
"12.9506,77.59686",12.950603,77.596863,17,34,0,10,Wilson Garden,0.9596
"12.98452,77.68911",12.984517,77.689114,17,34,0,1,Mahadevapura,0.9597
"12.97773,77.56227",12.977734,77.562269,16,34,2,4,Magadi Road,0.9597
"12.93478,77.49078",12.934777,77.490775,17,34,0,12,Kengeri,0.9598
"12.97773,77.56458",12.977734,77.564576,17,34,0,11,Magadi Road,0.9599
"12.94382,77.61762",12.94382,77.61762,17,34,0,8,Adugodi,0.96
"12.9393,77.49078",12.939299,77.490775,17,34,0,12,Jnanabharathi,0.96
"12.90991,77.57841",12.909906,77.578413,17,34,0,10,J.P. Nagar,0.9601
"13.01843,77.61762",13.018431,77.61762,16,34,2,13,K.G. Halli,0.9602
"13.01165,77.56688",13.011648,77.566882,16,34,2,9,Sadashivanagar,0.9602
"13.02295,77.56227",13.022953,77.562269,17,34,0,2,Yeshwanthpura,0.9603
"12.97547,77.62684",12.975473,77.626845,15,33,3,12,Halasur,0.9604
"12.93478,77.70065",12.934777,77.700646,15,33,3,7,HAL Old Airport,0.9604
"12.9506,77.51845",12.950603,77.51845,12,33,9,6,Byatarayanapura,0.9605
"13.188,77.64299",13.188001,77.642989,14,33,5,7,Chikkajala,0.9605
"12.97547,77.60148",12.975473,77.601476,16,33,1,12,Cubbon Park,0.9606
"12.98452,77.6476",12.984517,77.647601,12,33,9,7,Jeevanbheemanagar,0.9606
"12.93704,77.55304",12.937038,77.553044,16,33,1,10,Basavanagudi,0.9607
"13.24678,77.71448",13.246785,77.714483,16,33,1,10,Devanahalli Airport,0.9608
"13.05008,77.5738",13.050084,77.573801,16,33,1,7,Kodigehalli,0.9608
"13.02295,77.53229",13.022953,77.532288,16,33,1,7,Yeshwanthpura,0.9609
"12.98678,77.47463",12.986778,77.474631,13,33,7,7,Kamakshipalya,0.961
"12.96643,77.65221",12.96643,77.652214,16,33,1,8,Jeevanbheemanagar,0.961
"12.97773,77.75138",12.977734,77.751384,15,33,3,9,Whitefield,0.9611
"12.8873,77.67066",12.887297,77.670664,12,33,9,5,Bellandur,0.9611
"13.02069,77.53459",13.020692,77.534594,16,33,1,10,Yeshwanthpura,0.9612
"12.96191,77.63838",12.961908,77.638376,11,33,11,5,Jeevanbheemanagar,0.9612
"13.0433,77.74908",13.043301,77.749077,14,33,5,10,K.R. Pura,0.9613
"12.93478,77.51153",12.934777,77.511531,13,32,6,10,Jnanabharathi,0.9614
"12.98,77.5369",12.979995,77.5369,16,32,0,8,Magadi Road,0.9614
"12.9506,77.63838",12.950603,77.638376,16,32,0,13,Jeevanbheemanagar,0.9615
"12.99356,77.70065",12.993561,77.700646,15,32,2,10,Mahadevapura,0.9615
"12.91443,77.63838",12.914428,77.638376,16,32,0,10,HSR Layout,0.9616
"12.91669,77.59225",12.916689,77.592251,13,32,6,7,Jayanagara,0.9617
"13.01843,77.61301",13.018431,77.613007,16,32,0,2,K.G. Halli,0.9617
"13.01617,77.58764",13.01617,77.587638,16,32,0,1,R.T. Nagar,0.9618
"13.01843,77.55074",13.018431,77.550738,15,32,2,13,Yeshwanthpura,0.9619
"13.00713,77.48386",13.007126,77.483856,16,32,0,3,Kamakshipalya,0.9619
"12.90538,77.67528",12.905385,77.675277,16,32,0,12,Bellandur,0.962
"12.99582,77.67066",12.995822,77.670664,12,32,8,4,Banaswadi,0.962
"12.91217,77.64299",12.912167,77.642989,16,32,0,10,HSR Layout,0.9621
"12.96417,77.59456",12.964169,77.594557,13,32,6,6,Halasuru Gate,0.9622
"12.99356,77.70295",12.993561,77.702952,15,32,2,4,Mahadevapura,0.9622
"12.91669,77.62223",12.916689,77.622232,16,32,0,13,Madiwala,0.9623
"13.02974,77.61993",13.029736,77.619926,16,32,0,5,K.G. Halli,0.9624
"13.032,77.55535",13.031997,77.555351,14,32,4,3,Yeshwanthpura,0.9624
"12.88278,77.63838",12.882775,77.638376,16,32,0,6,Hulimavu,0.9625
"13.05687,77.58764",13.056867,77.587638,16,32,0,6,Kodigehalli,0.9625
"12.95965,77.61531",12.959647,77.615314,16,32,0,3,Ashok Nagar,0.9626
"13.09756,77.56458",13.097564,77.564576,16,32,0,8,Yelahanka,0.9627
"13.08174,77.54612",13.081737,77.546125,14,31,3,11,Yelahanka,0.9627
"13.02295,77.63838",13.022953,77.638376,15,31,1,12,Banaswadi,0.9628
"13.01617,77.54612",13.01617,77.546125,15,31,1,7,Yeshwanthpura,0.9629
"12.96191,77.59225",12.961908,77.592251,14,31,3,10,Halasuru Gate,0.9629
"12.90765,77.57149",12.907646,77.571494,15,31,1,11,J.P. Nagar,0.963
"12.93478,77.69603",12.934777,77.696033,15,31,1,5,HAL Old Airport,0.963
"12.94382,77.60148",12.94382,77.601476,15,31,1,12,Adugodi,0.9631
"12.95286,77.56919",12.952864,77.569188,15,31,1,8,V.V.Puram (C.Pet),0.9632
"12.97773,77.70987",12.977734,77.709871,13,31,5,5,Mahadevapura,0.9632
"12.88278,77.60148",12.882775,77.601476,15,30,0,1,Hulimavu,0.9633
"13.04556,77.50461",13.045562,77.504613,15,30,0,13,Peenya,0.9633
"12.88278,77.64299",12.882775,77.642989,15,30,0,10,Electronic City,0.9634
"12.89182,77.56227",12.891819,77.562269,15,30,0,2,K.S. Layout,0.9635
"13.02295,77.54843",13.022953,77.548432,13,30,4,10,Yeshwanthpura,0.9635
"12.89182,77.63838",12.891819,77.638376,15,30,0,8,HSR Layout,0.9636
"13.01617,77.55304",13.01617,77.553044,12,30,6,10,Yeshwanthpura,0.9636
"12.88278,77.59456",12.882775,77.594557,15,30,0,8,J.P. Nagar,0.9637
"13.05234,77.48616",13.052345,77.486162,15,30,0,3,No Police Station,0.9637
"12.95512,77.69603",12.955125,77.696033,13,30,4,11,HAL Old Airport,0.9638
"12.90086,77.58533",12.900863,77.585332,15,30,0,10,J.P. Nagar,0.9639
"12.90991,77.63376",12.909906,77.633764,15,30,0,9,HSR Layout,0.9639
"12.99356,77.756",12.993561,77.755996,15,30,0,12,Mahadevapura,0.964
"13.0026,77.55074",13.002605,77.550738,15,30,0,6,Malleshwaram,0.964
"12.91895,77.66605",12.91895,77.666052,15,30,0,8,Bellandur,0.9641
"12.88504,77.63838",12.885036,77.638376,15,30,0,7,Hulimavu,0.9642
"12.8579,77.58764",12.857905,77.587638,15,30,0,12,Hulimavu,0.9642
"12.85338,77.58764",12.853383,77.587638,15,30,0,12,Thalagattapura,0.9643
"12.84208,77.6453",12.842079,77.645295,15,30,0,8,Electronic City,0.9644
"12.99356,77.57611",12.993561,77.576107,15,30,0,11,Sadashivanagar,0.9644
"12.91895,77.64991",12.91895,77.649908,15,30,0,5,HSR Layout,0.9645
"12.92573,77.57611",12.925733,77.576107,15,30,0,10,Jayanagara,0.9645
"12.97773,77.74908",12.977734,77.749077,15,30,0,10,Whitefield,0.9646
"12.9506,77.56919",12.950603,77.569188,15,30,0,5,V.V.Puram (C.Pet),0.9647
"12.97547,77.69603",12.975473,77.696033,13,30,4,4,Mahadevapura,0.9647
"12.9393,77.56688",12.939299,77.566882,15,30,0,9,Basavanagudi,0.9648
"12.98452,77.56688",12.984517,77.566882,13,30,4,11,Sheshadripuram,0.9648
"12.97321,77.6453",12.973213,77.645295,13,30,4,5,Jeevanbheemanagar,0.9649
"12.97321,77.64299",12.973213,77.642989,15,30,0,5,Jeevanbheemanagar,0.9649
"12.97547,77.64068",12.975473,77.640683,15,30,0,5,Jeevanbheemanagar,0.965
"12.98226,77.76753",12.982256,77.767528,15,30,0,10,Mahadevapura,0.9651
"12.94608,77.57149",12.946081,77.571494,13,29,3,10,Basavanagudi,0.9651
"12.92347,77.57611",12.923472,77.576107,12,29,5,8,Banashankari,0.9652
"12.99356,77.59456",12.993561,77.594557,14,29,1,12,High ground,0.9652
"12.93478,77.51845",12.934777,77.51845,14,29,1,8,Byatarayanapura,0.9653
"13.03426,77.51153",13.034258,77.511531,14,29,1,6,Peenya,0.9653
"13.032,77.56919",13.031997,77.569188,12,29,5,6,Sadashivanagar,0.9654
"12.95965,77.50461",12.959647,77.504613,13,29,3,9,Jnanabharathi,0.9654
"13.09304,77.59686",13.093042,77.596863,13,29,3,8,Yelahanka,0.9655
"12.92121,77.67297",12.921211,77.67297,12,29,5,7,Bellandur,0.9655
"12.90312,77.57149",12.903124,77.571494,14,28,0,7,J.P. Nagar,0.9656
"12.8986,77.63146",12.898602,77.631458,14,28,0,8,HSR Layout,0.9657
"12.90538,77.59456",12.905385,77.594557,14,28,0,10,J.P. Nagar,0.9657
"13.02521,77.62915",13.025214,77.629151,14,28,0,10,K.G. Halli,0.9658
"12.89182,77.57149",12.891819,77.571494,14,28,0,8,J.P. Nagar,0.9658
"13.02295,77.58764",13.022953,77.587638,14,28,0,4,R.T. Nagar,0.9659
"13.02748,77.66375",13.027475,77.663745,14,28,0,5,Banaswadi,0.966
"13.07948,77.55766",13.079476,77.557657,14,28,0,5,Yelahanka,0.966
"12.95965,77.51384",12.959647,77.513838,12,28,4,6,Byatarayanapura,0.9661
"12.95965,77.52998",12.959647,77.529982,14,28,0,3,Byatarayanapura,0.9661
"13.19478,77.70295",13.194784,77.702952,14,28,0,5,Devanahalli Airport,0.9662
"12.91669,77.55766",12.916689,77.557657,14,28,0,4,Banashankari,0.9662
"12.90991,77.6453",12.909906,77.645295,14,28,0,1,HSR Layout,0.9663
"12.90991,77.6084",12.909906,77.608395,14,28,0,7,Mico Layout,0.9663
"12.91443,77.6084",12.914428,77.608395,14,28,0,9,Mico Layout,0.9664
"12.98452,77.59456",12.984517,77.594557,14,28,0,2,Cubbon Park,0.9665
"12.92121,77.64299",12.921211,77.642989,14,28,0,12,HSR Layout,0.9665
"12.99356,77.53921",12.993561,77.539207,14,28,0,6,Vijayanagara,0.9666
"12.8986,77.63376",12.898602,77.633764,14,28,0,8,HSR Layout,0.9666
"12.9393,77.56227",12.939299,77.562269,14,28,0,5,Basavanagudi,0.9667
"12.94608,77.55766",12.946081,77.557657,13,28,2,2,Basavanagudi,0.9667
"12.96869,77.62915",12.968691,77.629151,14,28,0,7,Halasur,0.9668
"12.95286,77.5738",12.952864,77.573801,14,28,0,8,V.V.Puram (C.Pet),0.9669
"12.98904,77.65683",12.989039,77.656827,10,28,8,8,Banaswadi,0.9669
"12.97547,77.59686",12.975473,77.596863,14,28,0,10,Cubbon Park,0.967
"12.93478,77.62223",12.934777,77.622232,14,28,0,10,Adugodi,0.967
"12.9506,77.57841",12.950603,77.578413,14,28,0,9,V.V.Puram (C.Pet),0.9671
"12.98,77.72602",12.979995,77.726015,14,28,0,3,Mahadevapura,0.9671
"12.96869,77.63376",12.968691,77.633764,14,28,0,12,Jeevanbheemanagar,0.9672
"12.96869,77.62684",12.968691,77.626845,14,28,0,9,Halasur,0.9672
"12.94382,77.56458",12.94382,77.564576,14,28,0,2,Basavanagudi,0.9673
"13.00939,77.58994",13.009387,77.589945,12,27,3,9,R.T. Nagar,0.9674
"12.98452,77.73524",12.984517,77.73524,12,27,3,2,Whitefield,0.9674
"12.90991,77.63146",12.909906,77.631458,13,27,1,10,HSR Layout,0.9675
"12.9506,77.60378",12.950603,77.603782,13,27,1,8,Ashok Nagar,0.9675
"13.05913,77.50461",13.059128,77.504613,13,27,1,10,Chikkabanavara,0.9676
"12.96191,77.61301",12.961908,77.613007,9,27,9,1,Ashok Nagar,0.9676
"12.96191,77.56688",12.961908,77.566882,13,27,1,9,Chamarajpet,0.9677
"13.01391,77.62684",13.013909,77.626845,13,27,1,7,Banaswadi,0.9677
"12.82625,77.67989",12.826252,77.679889,9,26,8,5,Electronic City,0.9677
"12.99356,77.58994",12.993561,77.589945,13,26,0,4,High ground,0.9678
"12.98904,77.70987",12.989039,77.709871,13,26,0,4,Mahadevapura,0.9679
